leagueId,tier,number
05237340-fbf8-11e7-8cdc-f01fafdb579b,GOLD,200
0523c2e0-fd20-11e7-b753-782bcb4d0dce,SILVER,202
0524c120-0ee3-11e8-bde8-f01fafdb3b9f,GOLD,200
052adab0-2905-11e8-b44e-782bcb4d0dce,SILVER,204
052b3c00-03ba-11e8-a4e8-f01fafdb5b89,BRONZE,144
052e16b0-fbad-11e7-9374-f01fafdb3b9f,GOLD,225
05338f20-2f59-11e8-a4cc-f01fafdb3b9f,GOLD,201
05387340-59ad-11e8-bd9f-782bcb4d0dce,SILVER,103
05396dc0-faaf-11e7-89fb-f01fafdb5b89,PLATINUM,200
053d57b0-fc57-11e7-82d3-f01fafdb5b89,SILVER,200
053e19f0-131f-11e8-82ad-782bcb4d0dce,GOLD,201
05448ea0-6268-11e8-b355-f01fafdb579b,SILVER,113
0547dde0-24fa-11e8-9f05-f01fafdb5b89,GOLD,200
054b8da0-1302-11e8-b065-f01fafdb579b,SILVER,200
054ccc10-3341-11e8-b44e-782bcb4d0dce,SILVER,200
055589d0-37cf-11e8-98ed-f01fafdb3b9f,GOLD,124
05565930-0824-11e8-b952-f01fafdb579b,GOLD,200
055bc330-faf9-11e7-9062-f01fafdb5b89,GOLD,217
055d5d10-564f-11e8-9828-f01fafdb5b89,GOLD,200
056a47b0-0284-11e8-967a-f01fafdb579b,BRONZE,191
056a9d00-507c-11e8-af37-782bcb4d0dce,SILVER,115
056b2550-0756-11e8-b493-782bcb4d0dce,PLATINUM,200
05748890-51af-11e8-ac7e-f01fafdb579b,SILVER,136
05768f10-fd26-11e7-b753-782bcb4d0dce,BRONZE,192
0579a130-2f4b-11e8-ad6a-f01fafdb5b89,GOLD,200
057cc6a0-5096-11e8-abc6-f01fafdb5b89,SILVER,129
05811a30-1c92-11e8-bde8-f01fafdb3b9f,BRONZE,100
05816880-fa89-11e7-b558-f01fafdb5b89,GOLD,245
05853300-44cd-11e8-90bd-f01fafdb5b89,GOLD,150
0588a1f0-000f-11e8-bde8-f01fafdb3b9f,GOLD,212
058e01e0-1162-11e8-b493-782bcb4d0dce,SILVER,200
0592fd30-0528-11e8-8d1d-f01fafdb579b,SILVER,201
059990c0-3005-11e8-8178-f01fafdb579b,GOLD,202
059a2370-2ff9-11e8-98ed-f01fafdb3b9f,SILVER,201
05ad1c20-6102-11e8-9ca0-f01fafdb3b9f,GOLD,141
05ae6a40-2a10-11e8-b44e-782bcb4d0dce,SILVER,159
05b3b680-0797-11e8-b065-f01fafdb579b,GOLD,205
05b70450-fb82-11e7-a134-782bcb4d0dce,BRONZE,179
05bc6c40-0eee-11e8-82ad-782bcb4d0dce,SILVER,204
05bde850-3adf-11e8-a4cc-f01fafdb3b9f,SILVER,126
05c0e110-1acb-11e8-82ad-782bcb4d0dce,PLATINUM,199
05c629b0-13a3-11e8-a4e8-f01fafdb5b89,GOLD,203
05cc88f0-5f6b-11e8-bd9f-782bcb4d0dce,GOLD,115
05d1da00-ff8d-11e7-8d1d-f01fafdb579b,GOLD,200
05d1f4e0-ffec-11e7-8a4a-782bcb4d0dce,GOLD,206
05d62910-fb56-11e7-9062-f01fafdb5b89,PLATINUM,198
05dbfeb0-5bfc-11e8-b355-f01fafdb579b,DIAMOND,126
05dec170-6c9d-11e8-b6df-f01fafdb3b9f,PLATINUM,100
05e10a00-fc10-11e7-bc5a-782bcb4d0dce,BRONZE,245
05e27c00-0e58-11e8-8f64-f01fafdb3b9f,GOLD,200
05e3ed40-6e2c-11e8-8e62-f01fafdb5b89,SILVER,100
05e80f10-0388-11e8-82ad-782bcb4d0dce,BRONZE,191
05f49b30-0325-11e8-9537-f01fafdb5b89,SILVER,199
060d6bb0-fb14-11e7-89fb-f01fafdb5b89,BRONZE,192
060db300-1661-11e8-89e9-f01fafdb5b89,GOLD,201
060f8c80-0d05-11e8-af83-f01fafdb5b89,GOLD,201
06113ff0-012d-11e8-89e9-f01fafdb5b89,GOLD,210
0616e080-05a7-11e8-bde8-f01fafdb3b9f,SILVER,200
061834b0-1e40-11e8-90bd-f01fafdb5b89,SILVER,200
06193640-3361-11e8-9647-782bcb4d0dce,GOLD,200
061dc430-fab8-11e7-bb16-f01fafdb579b,BRONZE,200
062a1ee0-01cc-11e8-b493-782bcb4d0dce,SILVER,211
063f39b0-0b31-11e8-b952-f01fafdb579b,GOLD,201
0647eaf0-5abf-11e8-8fdf-f01fafdb579b,GOLD,156
0648c580-fc5d-11e7-82d3-f01fafdb5b89,BRONZE,194
064c39e0-002c-11e8-8a4a-782bcb4d0dce,SILVER,199
0654e190-fa3b-11e7-a313-f01fafdb579b,SILVER,211
06568b90-fde6-11e7-89e9-f01fafdb5b89,SILVER,202
065a59a0-4607-11e8-9807-782bcb4d0dce,GOLD,139
065b9f90-11b9-11e8-8f64-f01fafdb3b9f,SILVER,200
0667cd40-faff-11e7-9374-f01fafdb3b9f,PLATINUM,200
06683f70-6b6e-11e8-baf4-f01fafdb579b,GOLD,110
066b9110-faef-11e7-b558-f01fafdb5b89,PLATINUM,200
06731750-12fa-11e8-82ad-782bcb4d0dce,GOLD,201
067a0c30-fdb1-11e7-bde8-f01fafdb3b9f,BRONZE,192
067ce5d0-581b-11e8-9ca0-f01fafdb3b9f,GOLD,155
06811490-2362-11e8-a4cc-f01fafdb3b9f,SILVER,200
068ebc10-14af-11e8-a4e8-f01fafdb5b89,SILVER,201
06960770-043a-11e8-af83-f01fafdb5b89,SILVER,200
069ea3a0-0753-11e8-ac8a-f01fafdb3b9f,SILVER,201
069ed5b0-2426-11e8-8a5b-f01fafdb579b,SILVER,200
069fc7d0-1356-11e8-8f64-f01fafdb3b9f,SILVER,199
069fe410-3d75-11e8-9d7f-f01fafdb579b,PLATINUM,198
06b6fcc0-34e9-11e8-a4cc-f01fafdb3b9f,PLATINUM,144
06c35720-13df-11e8-b952-f01fafdb579b,SILVER,200
06cbc210-25e7-11e8-9d7f-f01fafdb579b,SILVER,200
06cc98c0-fbdf-11e7-bc5a-782bcb4d0dce,GOLD,201
06d415f0-fa36-11e7-9f1e-f01fafdb3b9f,SILVER,178
06dc9e60-fd8c-11e7-8f64-f01fafdb3b9f,BRONZE,200
06f4aa30-34b6-11e8-8a5b-f01fafdb579b,SILVER,200
06fb0380-fc26-11e7-82d3-f01fafdb5b89,SILVER,245
07107ee0-fa87-11e7-bb16-f01fafdb579b,GOLD,239
07136730-051e-11e8-ac8a-f01fafdb3b9f,GOLD,204
072327a0-0e7f-11e8-af83-f01fafdb5b89,GOLD,209
07271a80-0e17-11e8-8f64-f01fafdb3b9f,GOLD,214
07293990-0715-11e8-89e9-f01fafdb5b89,SILVER,201
072af0f0-33fc-11e8-8a5b-f01fafdb579b,SILVER,180
072f36f0-04fa-11e8-bde8-f01fafdb3b9f,SILVER,201
072fbd10-fdb0-11e7-b493-782bcb4d0dce,SILVER,249
07341580-38da-11e8-98ed-f01fafdb3b9f,SILVER,195
07365a80-fdb5-11e7-b065-f01fafdb579b,SILVER,200
073ef4e0-567c-11e8-9993-f01fafdb5b89,SILVER,115
07403570-fb0b-11e7-a134-782bcb4d0dce,BRONZE,195
074553b0-ff2b-11e7-a4e8-f01fafdb5b89,SILVER,201
074570b0-fdec-11e7-ac8a-f01fafdb3b9f,SILVER,201
074d8be0-4aec-11e8-9971-f01fafdb3b9f,PLATINUM,115
074df2d0-fb94-11e7-bb16-f01fafdb579b,SILVER,206
07604890-17ff-11e8-8a4a-782bcb4d0dce,SILVER,201
0760e560-46d1-11e8-9f05-f01fafdb5b89,BRONZE,100
07685c90-0ad2-11e8-b065-f01fafdb579b,GOLD,200
07706990-fb81-11e7-bc5a-782bcb4d0dce,GOLD,226
07729f10-1f05-11e8-8a5b-f01fafdb579b,PLATINUM,200
0779a3d0-193a-11e8-b753-782bcb4d0dce,SILVER,200
077bc9f0-494e-11e8-ad6a-f01fafdb5b89,SILVER,103
078546a0-fabc-11e7-bc5a-782bcb4d0dce,SILVER,250
078a9020-51d7-11e8-815f-f01fafdb5b89,GOLD,122
07958500-12ff-11e8-89e9-f01fafdb5b89,GOLD,204
0799a2e0-21d5-11e8-9d7f-f01fafdb579b,SILVER,201
079ad7b0-11f8-11e8-b952-f01fafdb579b,SILVER,201
079b9420-fd35-11e7-967a-f01fafdb579b,BRONZE,199
079bdbc0-fc44-11e7-b1fd-f01fafdb3b9f,PLATINUM,196
079fcdc0-6d1e-11e8-9ca0-f01fafdb3b9f,DIAMOND,102
07a7f930-0425-11e8-8d1d-f01fafdb579b,SILVER,200
07b19a40-0271-11e8-967a-f01fafdb579b,SILVER,201
07b53bf0-fb9b-11e7-82d3-f01fafdb5b89,SILVER,225
07ba27d0-fa44-11e7-9f1e-f01fafdb3b9f,SILVER,208
07bc03c0-0da4-11e8-bde8-f01fafdb3b9f,DIAMOND,199
07be20a0-01b1-11e8-89e9-f01fafdb5b89,BRONZE,196
07cd19b0-294e-11e8-9121-782bcb4d0dce,SILVER,200
07d1d990-29db-11e8-8a5b-f01fafdb579b,SILVER,200
07db3ae0-0338-11e8-bde8-f01fafdb3b9f,SILVER,199
07dbdf70-017d-11e8-ac8a-f01fafdb3b9f,BRONZE,192
07e3a190-187c-11e8-8f64-f01fafdb3b9f,GOLD,201
07e566f0-006d-11e8-a4e8-f01fafdb5b89,SILVER,202
07e881d0-fd18-11e7-b952-f01fafdb579b,SILVER,242
07edd500-5046-11e8-88b0-f01fafdb5b89,PLATINUM,100
07f3f450-01ca-11e8-b753-782bcb4d0dce,SILVER,200
